mdp_id,seed,state,action,requested_magnitude,l1_closing,l1_opening,projection_closing,projection_opening,true_margin,is_greedy_action,flip_closing,flip_opening,repair_closing,repair_opening,repair_difference
0,42,1,0,0.2,0.25491964467066497,0.25491964467066497,-0.13249112111904873,0.13249112111904873,0.2537368267391269,1,0,0,0.0,0.0,0.0
0,42,1,0,0.25,0.25491964467066497,0.25491964467066497,-0.13249112111904873,0.13249112111904873,0.2537368267391269,1,0,0,0.0,0.0,0.0
0,42,1,0,0.3,0.25491964467066497,0.25491964467066497,-0.13249112111904873,0.13249112111904873,0.2537368267391269,1,0,0,0.0,0.0,0.0
0,42,1,0,0.35,0.25491964467066497,0.25491964467066497,-0.13249112111904873,0.13249112111904873,0.2537368267391269,1,0,0,0.0,0.0,0.0
0,42,1,1,0.02,0.040000000000000036,0.040000000000000036,0.020789472116237474,-0.020789472116237474,0.2537368267391269,0,0,0,0.0,0.0,0.0
0,42,1,1,0.05,0.10000000000000003,0.10000000000000003,0.05197368029059368,-0.05197368029059368,0.2537368267391269,0,0,0,0.0,0.0,0.0
0,42,1,1,0.08,0.15999999999999998,0.15999999999999998,0.08315788846494977,-0.08315788846494977,0.2537368267391269,0,0,0,0.0,0.0,0.0
0,42,1,1,0.12,0.24,0.24,0.12473683269742472,-0.12473683269742472,0.2537368267391269,0,0,0,0.0,0.0,0.0
0,42,1,1,0.16,0.32000000000000006,0.32000000000000006,0.16631577692989968,-0.16631577692989968,0.2537368267391269,0,0,0,0.0,0.0,0.0
0,42,1,1,0.2,0.39999999999999997,0.39999999999999997,0.2078947211623745,-0.20789472116237456,0.2537368267391269,0,0,0,0.0,0.0,0.0
0,42,1,1,0.25,0.5,0.5,0.2598684014529682,-0.2598684014529682,0.2537368267391269,0,1,0,0.21529953668963053,0.0,0.21529953668963053
0,42,1,1,0.3,0.6000000000000001,0.6000000000000001,0.31184208174356187,-0.3118420817435618,0.2537368267391269,0,1,0,0.21529953668963053,0.0,0.21529953668963053
0,42,1,1,0.35,0.6349196446706649,0.6349196446706649,0.3299911062233045,-0.3299911062233046,0.2537368267391269,0,1,0,0.21529953668963053,0.0,0.21529953668963053
0,42,3,0,0.02,0.040000000000000036,0.04000000000000001,-0.020000000000000018,0.020000000000000018,0.246,1,0,0,0.0,0.0,0.0
0,42,3,0,0.05,0.10000000000000003,0.10000000000000003,-0.050000000000000044,0.050000000000000044,0.246,1,0,0,0.0,0.0,0.0
0,42,3,0,0.08,0.15999999999999998,0.15999999999999998,-0.07999999999999996,0.07999999999999996,0.246,1,0,0,0.0,0.0,0.0
0,42,3,0,0.12,0.24,0.24,-0.12,0.12,0.246,1,0,0,0.0,0.0,0.0
0,42,3,0,0.16,0.32000000000000006,0.32000000000000006,-0.16000000000000003,0.16000000000000003,0.246,1,0,0,0.0,0.0,0.0
0,42,3,0,0.2,0.4000000000000001,0.4000000000000001,-0.20000000000000007,0.20000000000000007,0.246,1,0,0,0.0,0.0,0.0
0,42,3,0,0.25,0.4560532494538278,0.4560532494538278,-0.22802662472691393,0.22802662472691393,0.246,1,0,0,0.0,0.0,0.0
0,42,3,0,0.3,0.4560532494538278,0.4560532494538278,-0.22802662472691393,0.22802662472691393,0.246,1,0,0,0.0,0.0,0.0
0,42,3,0,0.35,0.4560532494538278,0.4560532494538278,-0.22802662472691393,0.22802662472691393,0.246,1,0,0,0.0,0.0,0.0
0,42,3,1,0.02,0.040000000000000036,0.040000000000000036,0.020000000000000018,-0.020000000000000018,0.246,0,0,0,0.0,0.0,0.0
0,42,3,1,0.05,0.10000000000000003,0.10000000000000003,0.050000000000000044,-0.050000000000000044,0.246,0,0,0,0.0,0.0,0.0
0,42,3,1,0.08,0.15999999999999998,0.15999999999999998,0.07999999999999996,-0.08000000000000002,0.246,0,0,0,0.0,0.0,0.0
0,42,3,1,0.12,0.24,0.24,0.12,-0.12,0.246,0,0,0,0.0,0.0,0.0
0,42,3,1,0.16,0.32000000000000006,0.32000000000000006,0.16000000000000003,-0.16000000000000003,0.246,0,0,0,0.0,0.0,0.0
0,42,3,1,0.2,0.39999999999999997,0.39999999999999997,0.19999999999999996,-0.2,0.246,0,0,0,0.0,0.0,0.0
0,42,3,1,0.25,0.5,0.5,0.25,-0.25,0.246,0,0,0,0.0,0.0,0.0
0,42,3,1,0.3,0.6000000000000001,0.6000000000000001,0.30000000000000004,-0.3,0.246,0,1,0,0.0,0.0,0.0
0,42,3,1,0.35,0.7,0.7,0.35,-0.35,0.246,0,1,0,0.0,0.0,0.0
1,43,0,0,0.02,0.04000000000000001,0.04000000000000001,-0.012243359123013916,0.012243359123013916,0.08985342823771292,1,0,0,0.0,0.0,0.0
1,43,0,0,0.05,0.10000000000000003,0.10000000000000003,-0.030608397807534788,0.030608397807534788,0.08985342823771292,1,0,0,0.0,0.0,0.0
1,43,0,0,0.08,0.15999999999999998,0.15999999999999998,-0.04897343649205559,0.04897343649205559,0.08985342823771292,1,0,0,0.0,0.0,0.0
1,43,0,0,0.12,0.24,0.24,-0.07346015473808341,0.07346015473808341,0.08985342823771292,1,0,0,0.0,0.0,0.0
1,43,0,0,0.16,0.32000000000000006,0.32000000000000006,-0.09794687298411126,0.09794687298411126,0.08985342823771292,1,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,0,0,0.2,0.3675240327628859,0.3675240327628859,-0.1124932179863585,0.1124932179863585,0.08985342823771292,1,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,0,0,0.25,0.3675240327628859,0.3675240327628859,-0.1124932179863585,0.1124932179863585,0.08985342823771292,1,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,0,0,0.3,0.3675240327628859,0.3675240327628859,-0.1124932179863585,0.1124932179863585,0.08985342823771292,1,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,0,0,0.35,0.3675240327628859,0.3675240327628859,-0.1124932179863585,0.1124932179863585,0.08985342823771292,1,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,0,1,0.02,0.04000000000000001,0.04000000000000001,0.010175634423937676,-0.010175634423937676,0.08985342823771292,0,0,0,0.0,0.0,0.0
1,43,0,1,0.05,0.10000000000000003,0.10000000000000003,0.025439086059844192,-0.025439086059844192,0.08985342823771292,0,0,0,0.0,0.0,0.0
1,43,0,1,0.08,0.15999999999999998,0.15999999999999998,0.04070253769575065,-0.04070253769575065,0.08985342823771292,0,0,0,0.0,0.0,0.0
1,43,0,1,0.12,0.24,0.24,0.061053806543626,-0.061053806543626,0.08985342823771292,0,0,0,0.0,0.0,0.0
1,43,0,1,0.16,0.32000000000000006,0.32000000000000006,0.08140507539150135,-0.08140507539150135,0.08985342823771292,0,0,0,0.0,0.0,0.0
1,43,0,1,0.2,0.4000000000000001,0.4000000000000001,0.10175634423937671,-0.10175634423937671,0.08985342823771292,0,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,0,1,0.25,0.40932965426898704,0.40932965426898704,0.10412972301795022,-0.10412972301795022,0.08985342823771292,0,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,0,1,0.3,0.40932965426898704,0.40932965426898704,0.10412972301795022,-0.10412972301795022,0.08985342823771292,0,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,0,1,0.35,0.40932965426898704,0.40932965426898704,0.10412972301795022,-0.10412972301795022,0.08985342823771292,0,1,0,0.08985342823771314,0.0,0.08985342823771314
1,43,1,0,0.02,0.04000000000000001,0.04000000000000001,-0.016197018364275246,0.016197018364275246,0.2038716744606146,1,0,0,0.0,0.0,0.0
1,43,1,0,0.05,0.10000000000000003,0.10000000000000003,-0.04049254591068812,0.04049254591068812,0.2038716744606146,1,0,0,0.0,0.0,0.0
1,43,1,0,0.08,0.15999999999999998,0.15999999999999998,-0.0647880734571009,0.0647880734571009,0.2038716744606146,1,0,0,0.0,0.0,0.0
1,43,1,0,0.12,0.24,0.24,-0.0971821101856514,0.0971821101856514,0.2038716744606146,1,0,0,0.0,0.0,0.0
1,43,1,0,0.16,0.32000000000000006,0.32000000000000006,-0.12957614691420188,0.12957614691420188,0.2038716744606146,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,1,0,0.2,0.3675240327628859,0.3675240327628859,-0.1488198376993239,0.1488198376993239,0.2038716744606146,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,1,0,0.25,0.3675240327628859,0.3675240327628859,-0.1488198376993239,0.1488198376993239,0.2038716744606146,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,1,0,0.3,0.3675240327628859,0.3675240327628859,-0.1488198376993239,0.1488198376993239,0.2038716744606146,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,1,0,0.35,0.3675240327628859,0.3675240327628859,-0.1488198376993239,0.1488198376993239,0.2038716744606146,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,1,1,0.02,0.040000000000000036,0.040000000000000036,0.016197018364275246,-0.016197018364275246,0.2038716744606146,0,0,0,0.0,0.0,0.0
1,43,1,1,0.05,0.10000000000000003,0.10000000000000003,0.04049254591068812,-0.04049254591068812,0.2038716744606146,0,0,0,0.0,0.0,0.0
1,43,1,1,0.08,0.15999999999999998,0.15999999999999998,0.0647880734571009,-0.0647880734571009,0.2038716744606146,0,0,0,0.0,0.0,0.0
1,43,1,1,0.12,0.24,0.24,0.0971821101856514,-0.0971821101856514,0.2038716744606146,0,0,0,0.0,0.0,0.0
1,43,1,1,0.16,0.32000000000000006,0.32000000000000006,0.12957614691420188,-0.12957614691420188,0.2038716744606146,0,0,0,0.0,0.0,0.0
1,43,1,1,0.2,0.39999999999999997,0.39999999999999997,0.16197018364275229,-0.16197018364275234,0.2038716744606146,0,0,0,0.0,0.0,0.0
1,43,1,1,0.25,0.5,0.5,0.2024627295534404,-0.2024627295534404,0.2038716744606146,0,0,0,0.0,0.0,0.0
1,43,1,1,0.3,0.6000000000000001,0.6000000000000001,0.24295527546412854,-0.24295527546412848,0.2038716744606146,0,1,0,0.1562142207556403,0.0,0.1562142207556403
1,43,1,1,0.35,0.7,0.7,0.28344782137481656,-0.28344782137481656,0.2038716744606146,0,1,0,0.1562142207556403,0.0,0.1562142207556403
1,43,2,0,0.02,0.04000000000000001,0.04000000000000001,-0.02135685033004414,0.02135685033004414,0.2528900781354191,1,0,0,0.0,0.0,0.0
1,43,2,0,0.05,0.10000000000000003,0.10000000000000003,-0.053392125825110354,0.053392125825110354,0.2528900781354191,1,0,0,0.0,0.0,0.0
1,43,2,0,0.08,0.15999999999999998,0.15999999999999998,-0.08542740132017644,0.08542740132017644,0.2528900781354191,1,0,0,0.0,0.0,0.0
1,43,2,0,0.12,0.24,0.24,-0.12814110198026474,0.12814110198026474,0.2528900781354191,1,0,0,0.0,0.0,0.0
1,43,2,0,0.16,0.32000000000000006,0.32000000000000006,-0.170854802640353,0.170854802640353,0.2528900781354191,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,2,0,0.2,0.3675240327628859,0.3675240327628859,-0.19622889401027968,0.19622889401027968,0.2528900781354191,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,2,0,0.25,0.3675240327628859,0.3675240327628859,-0.19622889401027968,0.19622889401027968,0.2528900781354191,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,2,0,0.3,0.3675240327628859,0.3675240327628859,-0.19622889401027968,0.19622889401027968,0.2528900781354191,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,2,0,0.35,0.3675240327628859,0.3675240327628859,-0.19622889401027968,0.19622889401027968,0.2528900781354191,1,0,0,0.08985342823771314,0.0,0.08985342823771314
1,43,2,1,0.02,0.040000000000000036,0.040000000000000036,0.02135685033004414,-0.02135685033004414,0.2528900781354191,0,0,0,0.0,0.0,0.0
1,43,2,1,0.05,0.10000000000000003,0.10000000000000003,0.053392125825110354,-0.053392125825110354,0.2528900781354191,0,0,0,0.0,0.0,0.0
1,43,2,1,0.08,0.15999999999999998,0.15999999999999998,0.08542740132017644,-0.08542740132017644,0.2528900781354191,0,0,0,0.0,0.0,0.0
1,43,2,1,0.12,0.24,0.24,0.12814110198026474,-0.12814110198026474,0.2528900781354191,0,0,0,0.0,0.0,0.0
1,43,2,1,0.16,0.32000000000000006,0.32000000000000006,0.170854802640353,-0.170854802640353,0.2528900781354191,0,0,0,0.0,0.0,0.0
1,43,2,1,0.2,0.39999999999999997,0.39999999999999997,0.21356850330044116,-0.21356850330044122,0.2528900781354191,0,0,0,0.0,0.0,0.0
1,43,2,1,0.25,0.5,0.5,0.2669606291255515,-0.2669606291255515,0.2528900781354191,0,1,0,0.148476986431266,0.0,0.148476986431266
1,43,2,1,0.3,0.6000000000000001,0.6000000000000001,0.32035275495066184,-0.3203527549506618,0.2528900781354191,0,1,0,0.148476986431266,0.0,0.148476986431266
1,43,2,1,0.35,0.7,0.7,0.3737448807757721,-0.3737448807757721,0.2528900781354191,0,1,0,0.148476986431266,0.0,0.148476986431266
1,43,4,0,0.02,0.04000000000000001,0.04000000000000001,-0.01387703998086393,0.01387703998086393,0.18183187981820736,1,0,0,0.0,0.0,0.0
1,43,4,0,0.05,0.10000000000000003,0.10000000000000003,-0.03469259995215983,0.03469259995215983,0.18183187981820736,1,0,0,0.0,0.0,0.0
1,43,4,0,0.08,0.15999999999999998,0.15999999999999998,-0.05550815992345565,0.05550815992345565,0.18183187981820736,1,0,0,0.0,0.0,0.0
1,43,4,0,0.12,0.24,0.24,-0.08326223988518351,0.08326223988518351,0.18183187981820736,1,0,0,0.0,0.0,0.0
1,43,4,0,0.16,0.32000000000000006,0.32000000000000006,-0.11101631984691138,0.11101631984691138,0.18183187981820736,1,0,0,0.0,0.0,0.0
1,43,4,0,0.2,0.4000000000000001,0.4000000000000001,-0.13877039980863923,0.13877039980863923,0.18183187981820736,1,0,0,0.0,0.08985342823771314,-0.08985342823771314
1,43,4,0,0.25,0.40932965426898704,0.40932965426898704,-0.14200709944109846,0.14200709944109846,0.18183187981820736,1,0,0,0.0,0.08985342823771314,-0.08985342823771314
1,43,4,0,0.3,0.40932965426898704,0.40932965426898704,-0.14200709944109846,0.14200709944109846,0.18183187981820736,1,0,0,0.0,0.08985342823771314,-0.08985342823771314
1,43,4,0,0.35,0.40932965426898704,0.40932965426898704,-0.14200709944109846,0.14200709944109846,0.18183187981820736,1,0,0,0.0,0.08985342823771314,-0.08985342823771314
1,43,4,1,0.02,0.040000000000000036,0.040000000000000036,0.01387703998086393,-0.01387703998086393,0.18183187981820736,0,0,0,0.0,0.0,0.0
1,43,4,1,0.05,0.10000000000000003,0.10000000000000003,0.03469259995215983,-0.03469259995215983,0.18183187981820736,0,0,0,0.0,0.0,0.0
1,43,4,1,0.08,0.15999999999999998,0.15999999999999998,0.05550815992345565,-0.05550815992345565,0.18183187981820736,0,0,0,0.0,0.0,0.0
1,43,4,1,0.12,0.24,0.24,0.08326223988518351,-0.08326223988518351,0.18183187981820736,0,0,0,0.0,0.0,0.0
1,43,4,1,0.16,0.32000000000000006,0.32000000000000006,0.11101631984691138,-0.11101631984691138,0.18183187981820736,0,0,0,0.0,0.0,0.0
1,43,4,1,0.2,0.39999999999999997,0.39999999999999997,0.13877039980863914,-0.1387703998086392,0.18183187981820736,0,0,0,0.0,0.0,0.0
1,43,4,1,0.25,0.5,0.5,0.17346299976079899,-0.17346299976079899,0.18183187981820736,0,0,0,0.0,0.0,0.0
1,43,4,1,0.3,0.6000000000000001,0.6000000000000001,0.20815559971295883,-0.20815559971295877,0.18183187981820736,0,1,0,0.0,0.0,0.0
1,43,4,1,0.35,0.7,0.7,0.24284819966511856,-0.24284819966511856,0.18183187981820736,0,1,0,0.0,0.0,0.0
1,43,5,0,0.02,0.04000000000000001,0.04000000000000001,-0.01884313535872713,0.01884313535872713,0.22900978590790755,1,0,0,0.0,0.0,0.0
1,43,5,0,0.05,0.10000000000000003,0.10000000000000003,-0.047107838396817814,0.047107838396817814,0.22900978590790755,1,0,0,0.0,0.0,0.0
1,43,5,0,0.08,0.15999999999999998,0.15999999999999998,-0.0753725414349084,0.0753725414349084,0.22900978590790755,1,0,0,0.0,0.0,0.0
1,43,5,0,0.12,0.24,0.24,-0.11305881215236266,0.11305881215236266,0.22900978590790755,1,0,0,0.0,0.0,0.0
1,43,5,0,0.16,0.32000000000000006,0.32000000000000006,-0.15074508286981692,0.15074508286981692,0.22900978590790755,1,0,0,0.0,0.0,0.0
1,43,5,0,0.2,0.4000000000000001,0.4000000000000001,-0.18843135358727117,0.18843135358727117,0.22900978590790755,1,0,0,0.0,0.08985342823771314,-0.08985342823771314
1,43,5,0,0.25,0.40932965426898704,0.40932965426898704,-0.19282635204328732,0.19282635204328732,0.22900978590790755,1,0,0,0.0,0.08985342823771314,-0.08985342823771314
1,43,5,0,0.3,0.40932965426898704,0.40932965426898704,-0.19282635204328732,0.19282635204328732,0.22900978590790755,1,0,0,0.0,0.08985342823771314,-0.08985342823771314
1,43,5,0,0.35,0.40932965426898704,0.40932965426898704,-0.19282635204328732,0.19282635204328732,0.22900978590790755,1,0,0,0.0,0.08985342823771314,-0.08985342823771314
1,43,5,1,0.02,0.040000000000000036,0.040000000000000036,0.01884313535872713,-0.01884313535872713,0.22900978590790755,0,0,0,0.0,0.0,0.0
1,43,5,1,0.05,0.10000000000000003,0.10000000000000003,0.047107838396817814,-0.047107838396817814,0.22900978590790755,0,0,0,0.0,0.0,0.0
1,43,5,1,0.08,0.15999999999999998,0.15999999999999998,0.0753725414349084,-0.0753725414349084,0.22900978590790755,0,0,0,0.0,0.0,0.0
1,43,5,1,0.12,0.24,0.24,0.11305881215236266,-0.11305881215236266,0.22900978590790755,0,0,0,0.0,0.0,0.0
1,43,5,1,0.16,0.32000000000000006,0.32000000000000006,0.15074508286981692,-0.15074508286981692,0.22900978590790755,0,0,0,0.0,0.0,0.0
1,43,5,1,0.2,0.39999999999999997,0.39999999999999997,0.18843135358727106,-0.18843135358727112,0.22900978590790755,0,0,0,0.0,0.0,0.0
1,43,5,1,0.25,0.5,0.5,0.23553919198408887,-0.23553919198408887,0.22900978590790755,0,0,0,0.0,0.0,0.0
1,43,5,1,0.3,0.6000000000000001,0.6000000000000001,0.2826470303809067,-0.28264703038090666,0.22900978590790755,0,1,0,0.0,0.0,0.0
1,43,5,1,0.35,0.7,0.7,0.3297548687777244,-0.3297548687777244,0.22900978590790755,0,1,0,0.0,0.0,0.0
2,44,0,0,0.02,0.04000000000000001,0.04000000000000001,-0.011838365501375524,0.011838365501375524,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,0,0.05,0.10000000000000003,0.10000000000000005,-0.029595913753438813,0.029595913753438813,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,0,0.08,0.15999999999999998,0.15999999999999998,-0.047353462005502035,0.047353462005502035,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,0,0.12,0.24,0.24,-0.07103019300825308,0.07103019300825308,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,0,0.16,0.30643777368975966,0.30643777368975966,-0.0906930592091792,0.0906930592091792,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,0,0.2,0.30643777368975966,0.30643777368975966,-0.0906930592091792,0.0906930592091792,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,0,0.25,0.30643777368975966,0.30643777368975966,-0.0906930592091792,0.0906930592091792,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,0,0.3,0.30643777368975966,0.30643777368975966,-0.0906930592091792,0.0906930592091792,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,0,0.35,0.30643777368975966,0.30643777368975966,-0.0906930592091792,0.0906930592091792,0.12459407464837524,1,0,0,0.0,0.0,0.0
2,44,0,1,0.02,0.04000000000000001,0.04000000000000001,0.00920179113177258,-0.00920179113177258,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,0,1,0.05,0.10000000000000003,0.10000000000000003,0.02300447782943145,-0.02300447782943145,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,0,1,0.08,0.15999999999999998,0.15999999999999998,0.03680716452709027,-0.03680716452709027,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,0,1,0.12,0.24,0.24,0.05521074679063543,-0.05521074679063543,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,0,1,0.16,0.32000000000000006,0.32000000000000006,0.0736143290541806,-0.0736143290541806,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,0,1,0.2,0.39999999999999997,0.39999999999999997,0.0920179113177257,-0.0920179113177257,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,0,1,0.25,0.42153421197577456,0.42153421197577456,0.09697174433743555,-0.09697174433743555,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,0,1,0.3,0.42153421197577456,0.42153421197577456,0.09697174433743555,-0.09697174433743555,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,0,1,0.35,0.42153421197577456,0.42153421197577456,0.09697174433743555,-0.09697174433743555,0.12459407464837524,0,0,0,0.0,0.0,0.0
2,44,1,0,0.02,0.04000000000000001,0.04000000000000001,-0.016156362326679784,0.016156362326679784,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,0,0.05,0.10000000000000003,0.10000000000000005,-0.04039090581669946,0.04039090581669946,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,0,0.08,0.15999999999999998,0.15999999999999998,-0.06462544930671904,0.06462544930671904,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,0,0.12,0.24,0.24,-0.09693817396007862,0.09693817396007862,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,0,0.16,0.30643777368975966,0.30643777368975966,-0.12377299255782136,0.12377299255782136,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,0,0.2,0.30643777368975966,0.30643777368975966,-0.12377299255782136,0.12377299255782136,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,0,0.25,0.30643777368975966,0.30643777368975966,-0.12377299255782136,0.12377299255782136,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,0,0.3,0.30643777368975966,0.30643777368975966,-0.12377299255782136,0.12377299255782136,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,0,0.35,0.30643777368975966,0.30643777368975966,-0.12377299255782136,0.12377299255782136,0.19540726094011784,1,0,0,0.0,0.0,0.0
2,44,1,1,0.02,0.040000000000000036,0.040000000000000036,0.016156362326679784,-0.016156362326679784,0.19540726094011784,0,0,0,0.0,0.0,0.0
2,44,1,1,0.05,0.10000000000000003,0.10000000000000003,0.04039090581669946,-0.04039090581669946,0.19540726094011784,0,0,0,0.0,0.0,0.0
2,44,1,1,0.08,0.15999999999999998,0.15999999999999998,0.06462544930671904,-0.06462544930671904,0.19540726094011784,0,0,0,0.0,0.0,0.0
2,44,1,1,0.12,0.24,0.24,0.09693817396007862,-0.09693817396007862,0.19540726094011784,0,0,0,0.0,0.0,0.0
2,44,1,1,0.16,0.32000000000000006,0.32000000000000006,0.1292508986134382,-0.1292508986134382,0.19540726094011784,0,0,0,0.0,0.0,0.0
2,44,1,1,0.2,0.39999999999999997,0.39999999999999997,0.16156362326679766,-0.1615636232667977,0.19540726094011784,0,0,0,0.0,0.0,0.0
2,44,1,1,0.25,0.5,0.5,0.20195452908349712,-0.20195452908349712,0.19540726094011784,0,0,0,0.0,0.0,0.0
2,44,1,1,0.3,0.6000000000000001,0.6000000000000001,0.24234543490019658,-0.24234543490019653,0.19540726094011784,0,1,0,0.14750224568569903,0.0,0.14750224568569903
2,44,1,1,0.35,0.6864377736897596,0.6864377736897596,0.27725843466127914,-0.27725843466127914,0.19540726094011784,0,1,0,0.14750224568569903,0.0,0.14750224568569903
2,44,2,0,0.02,0.04000000000000001,0.04000000000000001,-0.02187673579257771,0.02187673579257771,0.246890622133199,1,0,0,0.0,0.0,0.0
2,44,2,0,0.05,0.10000000000000003,0.10000000000000005,-0.05469183948144427,0.05469183948144427,0.246890622133199,1,0,0,0.0,0.0,0.0
2,44,2,0,0.08,0.15999999999999998,0.15999999999999998,-0.08750694317031071,0.08750694317031071,0.246890622133199,1,0,0,0.0,0.0,0.0
